source_file,account_path,name,enabled,type,action,target_folder,condition,conditions_count,fields,operators
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: comercial@snaeurope.com,yes,17,Move to folder,SNA EUROPE,"OR (from,is,comercial@snaeurope.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente termina con: @medinabi.es,yes,337,Move to folder,ITAL RECAMBIOS,"OR (from,is,medinabi@medinabi.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente termina con: @gruposaveres.com,yes,337,Move to folder,SAVERES,"OR (from,ends with,@gruposaveres.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente termina con: @comlineiberica.com,yes,17,Move to folder,COMLINE,"AND (from,ends with,@comlineiberica.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,TALOSA,yes,337,Move to folder,TALOSA,"AND (from,ends with,@talosa.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: remanmotorparts@gmail.com,yes,273,Move to folder,REMAN MOTOR,"AND (from,is,remanmotorparts@gmail.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: facturacion@jumasa.es,yes,17,Move to folder,JUMASA,"OR (from,is,facturacion@jumasa.es) OR (from,ends with,@jumasa.es)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente termina con: @autocristalsevilla.com,yes,17,Move to folder,AUTOCRISTAL SEVILLA,"AND (from,ends with,@autocristalsevilla.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente termina con: @pool-line.com.es,yes,17,Move to folder,POOL LINE,"AND (from,ends with,@pool-line.com.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente termina con: @azurglobal.es,yes,17,Move to folder,AZUR GLOBAL,"AND (from,ends with,@azurglobal.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: dani.vicente@meat-doria.es,yes,17,Move to folder,MEAT-DORIA,"OR (from,is,dani.vicente@meat-doria.es) OR (from,ends with,@meat-doria.es)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: soporte@sesametime.com,yes,17,Move to folder,SESAME,"OR (from,is,soporte@sesametime.com) OR (from,ends with,@sesametime.com) OR (from,ends with,@sesamehr.com) OR (from,ends with,support@sesametime.com.hs-inbox.com) OR (from,contains,sesame)",5,from,contains;ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: kike@multirecambioshm.com,yes,17,Move to folder,MULTIRECAMBIOS HM,"OR (from,is,kike@multirecambioshm.com) OR (from,ends with,@multirecambioshm.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: SGonzalez@solaufil.com,yes,17,Move to folder,MECAFILTER,"OR (from,is,SGonzalez@solaufil.com) OR (from,is,contact@mecafilter-info.com) OR (from,ends with,@mecafilter-info.com)",3,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: invoices@frigair-iberia.com,yes,17,Move to folder,FRIG AIR,"OR (from,is,invoices@frigair-iberia.com) OR (from,ends with,@frigair-iberia.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente termina con: sjurado@absoal.com,yes,17,Move to folder,ABSOAL,"AND (from,ends with,sjurado@absoal.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: ignacio.gutierrez@exidegroup.com,yes,17,Move to folder,EXIDE,"AND (from,is,ignacio.gutierrez@exidegroup.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,FARE,yes,337,Move to folder,FARE,"AND (from,ends with,@fare-auto.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente termina con: @ceapi.es,yes,337,Move to folder,CEAPI,"AND (from,ends with,@ceapi.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,ngl,yes,337,Move to folder,NGK,"AND (from,ends with,@ngk.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente termina con: @exclusivasbcn.com,yes,337,Move to folder,EXCLUSIVAS BCN,"AND (from,ends with,@exclusivasbcn.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: facturacion@filtroscartes.net,yes,337,Move to folder,FILTROS CARTES,"AND (from,is,facturacion@filtroscartes.net)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente termina con: @valeo.com,yes,337,Move to folder,VALEO,"AND (from,ends with,@valeo.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,hernandez,yes,17,Move to folder,REPRESENTACIONES HERNANDEZ,"AND (from,ends with,@rhernandez.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,SWAG,yes,17,Move to folder,BLISTEIN - SWAG,"AND (from,ends with,@bilsteingroup.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente termina con: @michelin.com,yes,337,Move to folder,MICHELIN,"AND (from,ends with,@michelin.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,SASH,yes,337,Move to folder,SASH51a13cd2,"AND (from,ends with,@lubricantes-sash.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,BRIDGE,yes,337,Move to folder,BRIDGESTONE,"OR (from,is,BridgestoneAttCliente@bridgestone.eu) OR (from,is,info.facturas@bridgestone.eu)",2,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,CECAUTO,yes,337,Move to folder,CECAUTO,"AND (from,ends with,@cecauto.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,MKD,yes,337,Move to folder,MKD RECAMBIOS,"OR (from,ends with,@mkdrecambios.com) OR (from,ends with,@mkdautomotive.com) OR (from,ends with,@grupomobius.com)",3,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,NERTOR,yes,337,Move to folder,NER-TOR,"AND (from,ends with,@nertor.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,CRUZBER,yes,337,Move to folder,CRUZBER,"AND (from,ends with,@cruzber.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,CONTICORR,yes,337,Move to folder,CONTINENTAL CORREAS,"OR (from,ends with,@france.contitech.de) OR (from,ends with,@contitech.es)",2,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,PEMEBLA,yes,337,Move to folder,PEMEBLA,"AND (from,ends with,postventa@pemebla.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,IPARLUX,yes,17,Move to folder,IPARLUX,"AND (from,ends with,@iparlux.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente contiene: @quimicar.es,yes,273,Move to folder,QUIMICAR,"OR (from,contains,@quimicar.es) OR (from,contains,@quimicar.com)",2,from,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,TOP,yes,273,Move to folder,TOP RECAMBIOS,"OR (from,is,garantias@toprecambios.com) OR (from,ends with,@toprecambios.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,ALKAR,yes,337,Move to folder,ALKAR,"AND (from,contains,@alkar.es)",1,from,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,SERNE,yes,337,Move to folder,SERNESA,"OR (from,ends with,@sernesa.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,TECCOM,yes,17,Move to folder,TECCOM,"AND (from,is,info@info.tecalliance.net)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,OPTIMAL,yes,337,Move to folder,OPTIMAL,"AND (from,ends with,@optimal-spain.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,NRF,yes,337,Move to folder,NRF,"AND (from,ends with,@nrf.eu)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,ANDRES,yes,337,Move to folder,NEUMATICOS ANDRES,"OR (from,is,blascima@grupoandres.com) OR (from,contains,@grupoandres.com)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,EACLIMA,yes,337,Move to folder,EACLIMA,"OR (from,is,m.gonzalez@teasa.net) OR (from,contains,Electro Auto) OR (from,ends with,@eaclima.es)",3,from,contains;ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente termina con: @fare-auto.com,yes,17,Move to folder,FARE,"AND (from,ends with,@fare-auto.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente termina con: @frigair-iberia.com,yes,17,Move to folder,FRIG AIR,"AND (from,ends with,@frigair-iberia.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: javireal@toprecambios.com,yes,17,Move to folder,TOP RECAMBIOS/INFORMATICA,"AND (from,is,javireal@toprecambios.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente termina con: @gira.net,yes,17,Move to folder,GIRA,"AND (from,ends with,@gira.net)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente termina con: @absoal.com,yes,17,Move to folder,ABSOAL,"AND (from,ends with,@absoal.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: joselopez.iveco@hotmail.com,yes,17,Move to folder,AUTOMECANICA ALBOX TURISMO,"AND (from,is,joselopez.iveco@hotmail.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente termina con: @rztools.com,yes,17,Move to folder,RZTOOLS,"AND (from,ends with,@rztools.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: cr@rodamientos.net,yes,17,Move to folder,ROYSE,"AND (from,is,cr@rodamientos.net)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente termina con: @sesametime.com,yes,17,Move to folder,SESAME,"AND (from,ends with,@sesametime.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: mariano@exclusivasbcn.com,yes,17,Move to folder,EXCLUSIVAS BCN,"AND (from,ends with,@exclusivasbcn.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: facturacion@grupoandres.com,yes,17,Move to folder,NEUMATICOS ANDRES,"AND (from,is,facturacion@grupoandres.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: ventas2@evergreen.com.es,yes,273,Move to folder,EVERGREEN,"OR (from,is,ventas2@evergreen.com.es) OR (from,is,documentos@evergreen.com.es)",2,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: administracion@bilsteingroup.com,yes,337,Move to folder,BLISTEIN - SWAG,"OR (from,is,administracion@bilsteingroup.com) OR (from,ends with,@Bilsteingroup.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: info@frigair-iberia.com,yes,17,Move to folder,FRIG AIR,"OR (from,is,info@frigair-iberia.com) OR (from,is,invoices@frigair-iberia.com)",2,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: saphelpdesk@driv.com,yes,17,Move to folder,FEDERAL MOGUL,"OR (from,is,saphelpdesk@driv.com) OR (from,ends with,@driv.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: info@suminesa.com,yes,17,Move to folder,SUMINESA,"AND (from,is,info@suminesa.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: manad@amolux.net,yes,17,Move to folder,AMOLUX - MANAD,"AND (from,is,manad@amolux.net)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: gines@jgpsl.com,yes,17,Move to folder,FERREVERA,"AND (from,is,gines@jgpsl.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: BCNEXPEDICIONES@FEYC.ES,yes,17,Move to folder,RODAMIENTOS FEYC,"AND (from,is,BCNEXPEDICIONES@FEYC.ES)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: nita@delinmitel.com,yes,17,Move to folder,DELINMITEL,"AND (from,is,nita@delinmitel.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: administracion@euromaquinas.com,yes,17,Move to folder,EUROMAQUINARIAS HISPANIDAD,"AND (from,is,administracion@euromaquinas.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: hogar1@poessa.com,yes,17,Move to folder,POESSA,"AND (from,is,hogar1@poessa.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: info@dogaparts.es,yes,17,Move to folder,DOGA,"OR (from,is,info@dogaparts.es) OR (from,ends with,@dogaparts.es)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: mecavera@mecavera.redpeugeot.com,yes,17,Move to folder,MECAVERA,"AND (from,is,mecavera@mecavera.redpeugeot.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: admon@carpriss.com,yes,17,Move to folder,CARPRISS,"OR (from,is,admon@carpriss.com) OR (from,ends with,@carpriss.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: facturacion@samoaindustrial.com,yes,17,Move to folder,SAMOA,"AND (from,is,facturacion@samoaindustrial.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: Administracion@multirecambioshm.com,yes,273,Move to folder,MULTIRECAMBIOS HM,"OR (from,is,Administracion@multirecambioshm.com) OR (from,ends with,@multirecambioshm.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: facturacion@recambiosasiaticos.com,yes,17,Move to folder,RECAMBIOS ASIATICOS,"OR (from,is,facturacion@recambiosasiaticos.com) OR (from,ends with,@recambiosasiaticos.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: administracion@febestiberica.com,yes,17,Move to folder,FEBEST - RUMBO NORTE,"AND (from,is,administracion@febestiberica.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: escribano@pinchazosvargas.com,yes,17,Move to folder,PINCHAZOS VARGAS,"AND (from,is,escribano@pinchazosvargas.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: autosys@henkel.com,yes,17,Move to folder,HENKEL,"OR (from,is,autosys@henkel.com) OR (from,ends with,@henkel.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,Remitente es: pedidos.tork@essity.com,yes,273,Move to folder,ESSITY - TORK,"OR (from,is,pedidos.tork@essity.com) OR (from,contains,@essity.com)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\mail.gira.net\msgFilterRules.dat,Mail/mail.gira.net,COMPRAS VARIAS,yes,273,Move to folder,COMPRAS VARIAS,"OR (from,is,info@42kshop.com) OR (from,is,pedidos@pccomponentes.com) OR (from,is,noreply@pccomponentes.com) OR (from,ends with,@pccomponentes.com) OR (from,is,verametal2015@gmail.com) OR (subject,contains,PcComponentes)",6,from;subject,contains;ends with;is
